"","id","lu_mgt","et_check","eplant_check","sw_check","cn_check","et","eplant","esoil","cn","sw_final"
"945",1154,"field_1154_lum_1154_1",NA,"eplant < esoil",NA,NA,482.039,205.049,269.66,77.918,79.036
"946",1155,"field_1155_lum_1155_1",NA,"eplant < esoil",NA,NA,480.866,225.388,246.102,77.918,118.11
"947",1157,"field_1157_lum_1157_1",NA,"eplant < esoil",NA,NA,479.483,165.495,307.17,78.324,116.383
"948",1159,"field_1159_lum_1159_1",NA,"eplant < esoil",NA,NA,473.605,225.802,235.49,81.331,126.824
"949",1160,"field_1160_lum_1160_1",NA,"eplant < esoil",NA,NA,477.974,230.799,237.695,77.258,109.396
"950",1161,"field_1161_lum_1161_1",NA,"eplant < esoil",NA,NA,485.526,174.256,300.666,64.241,137.094
"951",1162,"field_1162_lum_1162_1",NA,"eplant < esoil",NA,NA,485.736,170.271,307.372,77.448,103.711
"952",1163,"field_1163_lum_1163_1","et < 98% precip","eplant < esoil",NA,NA,521.7,241.671,270.959,79.991,163.444
"953",1164,"field_1164_lum_1164_1",NA,"eplant < esoil",NA,NA,479.916,215.694,255.013,77.062,112.149
"954",1166,"field_1166_lum_1166_1","et < 98% precip",NA,NA,NA,510.563,288.888,206.118,72.869,121.674
"955",1167,"field_1167_lum_1167_1",NA,"eplant < esoil",NA,NA,486.892,229.904,247.657,77.385,81.958
"956",1170,"field_1170_lum_1170_1",NA,"eplant < esoil",NA,NA,472.848,226.059,238.511,58.466,118.352
"957",1171,"field_1171_lum_1171_1",NA,"eplant < esoil",NA,NA,486.451,232.926,243.91,77.581,139.596
"958",1174,"field_1174_lum_1174_1",NA,"eplant < esoil",NA,NA,491.365,194.859,290.802,51.854,154.752
"959",1175,"field_1175_lum_1175_1",NA,"eplant < esoil",NA,NA,488.616,208.984,268.482,51.742,171.371
"960",1176,"field_1176_lum_1176_1",NA,"eplant < esoil",NA,NA,496.239,206.945,273.262,73.082,150.585
"961",1177,"field_1177_lum_1177_1",NA,"eplant < esoil",NA,NA,483.297,166.441,306.655,78.776,184.931
"962",1179,"field_1179_lum_1179_1",NA,"eplant < esoil",NA,NA,463.536,197.171,256.183,64.332,181.255
"963",1180,"field_1180_lum_1180_1",NA,"eplant < esoil",NA,NA,492.364,233.746,249.281,64.083,125.455
"964",1181,"field_1181_lum_1181_1",NA,"eplant < esoil",NA,NA,490.553,197.795,285.425,64.215,82.442
"965",1182,"field_1182_lum_1182_1",NA,"eplant < esoil",NA,NA,484.555,161.535,313.065,51.892,189.001
"966",1183,"field_1183_lum_1183_1",NA,"eplant < esoil",NA,NA,492.802,221.444,258.379,51.682,128.349
"967",1184,"fesc_lum_1184_1","et < 98% precip",NA,NA,NA,591.773,411.018,105.354,41.465,180.458
"968",1186,"field_1186_lum_1186_1",NA,"eplant < esoil",NA,NA,489.873,227.824,252.402,64.048,170.567
"969",1187,"field_1187_lum_1187_1","et < 98% precip",NA,NA,NA,498.667,256.063,231.243,64.094,73.751
"970",1188,"fesc_lum_1188_1","et < 98% precip",NA,NA,NA,531.278,366.401,90.242,38.78,70.533
"971",1189,"field_1189_lum_1189_1","et < 98% precip",NA,NA,NA,531.789,257.817,254.679,63.315,181.266
"972",1190,"field_1190_lum_1190_1",NA,"eplant < esoil",NA,NA,494.901,229.488,252.122,51.666,109.32
"973",1191,"field_1191_lum_1191_1","et < 98% precip",NA,NA,NA,502.739,249.727,242.544,64.028,83.131
"974",1192,"field_1192_lum_1192_1","et < 98% precip",NA,NA,NA,501.201,268.344,220.435,63.916,123.925
"975",1195,"fesc_lum_1195_1","et < 98% precip",NA,NA,NA,509.009,347.523,86.297,38.681,69.755
"976",1196,"alfa_lum_1196_1","et < 98% precip",NA,NA,NA,517.308,275.291,194.276,37.97,81.026
"977",1197,"field_1197_lum_1197_1",NA,"eplant < esoil",NA,NA,486.844,186.548,294.47,64.195,166.971
"978",1198,"field_1198_lum_1198_1",NA,"eplant < esoil",NA,NA,489.424,193.139,290.405,51.871,156.667
"979",1199,"field_1199_lum_1199_1",NA,"eplant < esoil",NA,NA,487.375,197.247,281.594,56.274,173.889
"980",1202,"field_1202_lum_1202_1",NA,"eplant < esoil",NA,NA,481.55,157.217,313.588,51.871,188.136
"981",1203,"field_1203_lum_1203_1",NA,"eplant < esoil",NA,NA,460.32,188.198,265.703,64.231,188.459
"982",1204,"field_1204_lum_1204_1",NA,"eplant < esoil",NA,NA,488.368,201.555,277.218,51.817,140.015
"983",1205,"field_1205_lum_1205_1","et < 98% precip",NA,NA,NA,500.072,273.472,212.696,64.068,76.838
"984",1206,"field_1206_lum_1206_1",NA,"eplant < esoil",NA,NA,456.101,176.522,272.491,51.833,169.366
"985",1207,"field_1207_lum_1207_1","et < 98% precip","eplant < esoil",NA,NA,496.384,225.92,263.515,51.742,80.758
"986",1209,"field_1209_lum_1209_1",NA,"eplant < esoil",NA,NA,487.125,219.13,253.316,51.795,165.695
"987",1210,"field_1210_lum_1210_1",NA,"eplant < esoil",NA,NA,486.959,232.03,242.729,51.795,165.834
"988",1211,"fesc_lum_1211_1","et < 98% precip",NA,NA,NA,508.504,350.84,82.977,60.81,71.535
"989",1212,"field_1212_lum_1212_1",NA,"eplant < esoil",NA,NA,491.318,239.622,243.466,51.844,122.813
"990",1213,"field_1213_lum_1213_1",NA,"eplant < esoil",NA,NA,483.382,184.818,291.068,51.833,169.041
"991",1214,"field_1214_lum_1214_1",NA,"eplant < esoil",NA,NA,486.009,167.073,307.963,51.865,190.044
"992",1215,"field_1215_lum_1215_1",NA,"eplant < esoil",NA,NA,479.408,173.47,299.204,51.822,153.789
"993",1216,"field_1216_lum_1216_1",NA,"eplant < esoil",NA,NA,482.276,219.634,251.526,78.258,115.322
"994",1217,"field_1217_lum_1217_1",NA,"eplant < esoil",NA,NA,464.291,172.109,285.519,51.817,125.183
"995",1218,"fesc_lum_1218_1","et < 98% precip",NA,NA,"cn < 35",512.19,347.867,90.536,12.206,67.142
"996",1219,"field_1219_lum_1219_1",NA,"eplant < esoil",NA,NA,479.537,200.379,269.556,78.749,113.202
"997",1220,"field_1220_lum_1220_1",NA,"eplant < esoil",NA,NA,481.109,201.634,269.304,51.795,152.453
"998",1221,"field_1221_lum_1221_1",NA,"eplant < esoil",NA,NA,488.005,183.212,297.249,56.239,186.641
"999",1222,"alfa_lum_1222_1","et < 98% precip",NA,NA,NA,503.811,266.066,190.501,56.173,72.116
"1000",1223,"alfa_lum_1223_1","et < 98% precip",NA,NA,"cn < 35",501.308,264.884,189.228,12.246,70.411
"1001",1224,"alfa_lum_1224_1","et < 98% precip",NA,NA,"cn < 35",498.642,261.762,189.804,12.246,70.468
"1002",1225,"field_1225_lum_1225_1",NA,"eplant < esoil",NA,NA,488.005,164.618,314.388,51.86,177.786
"1003",1226,"field_1226_lum_1226_1",NA,"eplant < esoil",NA,NA,470.76,222.933,239.393,73.103,228.707
"1004",1227,"field_1227_lum_1227_1",NA,"eplant < esoil",NA,NA,482.543,196.717,278.755,76.684,106.755
"1005",1230,"field_1230_lum_1230_1",NA,"eplant < esoil",NA,NA,488.278,166.488,313.503,78.95,139.007
"1006",1231,"field_1231_lum_1231_1",NA,"eplant < esoil",NA,NA,495.378,207.096,281.666,73.065,110.119
"1007",1233,"field_1233_lum_1233_1","et < 98% precip",NA,NA,NA,502.03,279.086,205.473,72.721,73.469
"1008",1234,"field_1234_lum_1234_1",NA,"eplant < esoil",NA,NA,468.651,156.23,304.56,73.209,229.029
"1009",1237,"field_1237_lum_1237_1",NA,"eplant < esoil",NA,NA,494.561,216.067,270.272,73.018,78.119
"1010",1238,"field_1238_lum_1238_1",NA,"eplant < esoil",NA,NA,492.408,190.434,288.496,51.806,69.52
"1011",1239,"field_1239_lum_1239_1",NA,"eplant < esoil",NA,NA,491.59,185.777,300.06,51.849,78.335
"1012",1240,"field_1240_lum_1240_1","et < 98% precip",NA,NA,NA,502.569,274.539,202.759,51.279,71.024
"1013",1241,"field_1241_lum_1241_1","et < 98% precip",NA,NA,NA,496.164,284.454,185.494,51.258,124.704
"1014",1242,"field_1242_lum_1242_1",NA,"eplant < esoil",NA,NA,489.928,199.337,284.56,51.86,176.823
"1015",1243,"field_1243_lum_1243_1","et < 98% precip","eplant < esoil",NA,NA,494.196,216.6,267.301,51.58,83.508
"1016",1244,"alfa_lum_1244_1","et < 98% precip",NA,NA,"cn < 35",498.955,263.209,189.589,12.25,69.588
"1017",1245,"alfa_lum_1245_1","et < 98% precip",NA,NA,"cn < 35",499.061,261.757,191.551,12.253,71.588
"1018",1246,"alfa_lum_1246_1","et < 98% precip",NA,NA,"cn < 35",498.978,262.18,190.417,12.252,69.659
"1019",1247,"alfa_lum_1247_1","et < 98% precip",NA,NA,"cn < 35",498.732,262.23,190.376,12.25,69.64
"1020",1248,"alfa_lum_1248_1","et < 98% precip",NA,NA,"cn < 35",506.052,269.621,190,12.257,70.563
"1021",1250,"alfa_lum_1250_1",NA,NA,NA,"cn < 35",490.359,258.325,186,12.253,69.937
"1022",1252,"field_1252_lum_1252_1",NA,"eplant < esoil",NA,NA,486.362,219.233,258.798,72.984,120.698
"1023",1253,"field_1253_lum_1253_1",NA,"eplant < esoil",NA,NA,459.015,220.151,229.443,81.995,218.511
"1024",1256,"field_1256_lum_1256_1","et < 98% precip",NA,NA,NA,494.616,268.391,212.106,51.623,75.66
"1025",1257,"field_1257_lum_1257_1",NA,"eplant < esoil",NA,NA,489.462,239.884,241.344,51.72,169.471
"1026",1258,"field_1258_lum_1258_1","et < 98% precip","eplant < esoil",NA,NA,498.339,220.847,271.979,51.79,162.255
"1027",1259,"field_1259_lum_1259_1","et < 98% precip",NA,NA,NA,510.332,262.069,239.23,51.639,79.733
"1028",1260,"field_1260_lum_1260_1","et < 98% precip","eplant < esoil",NA,NA,508.112,206.512,292.305,69.574,233.92
"1029",1261,"field_1261_lum_1261_1",NA,"eplant < esoil",NA,NA,483.539,198.807,277.396,64.246,130.473
"1030",1262,"field_1262_lum_1262_1",NA,"eplant < esoil",NA,NA,482.889,210.455,261.438,64.241,189.161
"1031",1263,"field_1263_lum_1263_1",NA,"eplant < esoil",NA,NA,483.857,231.424,240.429,77.341,138.523
"1032",1265,"field_1265_lum_1265_1",NA,"eplant < esoil",NA,NA,483.496,193.096,276.728,73.12,162.429
"1033",1266,"field_1266_lum_1266_1",NA,"eplant < esoil",NA,NA,487.136,211.782,267.833,64.241,129.02
"1034",1267,"field_1267_lum_1267_1",NA,"eplant < esoil",NA,NA,488.631,237.501,241.292,64.048,127.986
"1035",1268,"field_1268_lum_1268_1",NA,"eplant < esoil",NA,NA,492.699,227.934,256.049,64.144,80.935
"1036",1270,"field_1270_lum_1270_1",NA,"eplant < esoil",NA,NA,487.478,213.361,267.263,64.241,158.179
"1037",1271,"field_1271_lum_1271_1",NA,"eplant < esoil",NA,NA,483.047,201.641,273.08,64.261,163.784
"1038",1272,"field_1272_lum_1272_1",NA,"eplant < esoil",NA,NA,480.797,190.271,282.625,51.833,111.128
"1039",1273,"field_1273_lum_1273_1",NA,"eplant < esoil",NA,NA,485.776,222.733,251.429,64.261,154.967
"1040",1274,"field_1274_lum_1274_1",NA,"eplant < esoil",NA,NA,488.934,220.682,261.511,73.026,158.879
"1041",1275,"field_1275_lum_1275_1",NA,"eplant < esoil",NA,NA,490.305,211.835,271.595,64.241,75.135
"1042",1276,"field_1276_lum_1276_1",NA,"eplant < esoil",NA,NA,476.391,170.217,295.499,64.413,184.602
"1043",1277,"field_1277_lum_1277_1",NA,"eplant < esoil",NA,NA,478.745,171.203,296.646,64.368,210.09
"1044",1278,"field_1278_lum_1278_1",NA,"eplant < esoil",NA,NA,481.859,174.443,296.927,64.408,194.752
"1045",1279,"field_1279_lum_1279_1",NA,"eplant < esoil",NA,NA,484.698,234.907,236.315,77.126,118.277
"1046",1282,"field_1282_lum_1282_1","et < 98% precip",NA,NA,NA,501.774,254.421,237.213,64.16,138.59
"1047",1283,"field_1283_lum_1283_1",NA,"eplant < esoil",NA,NA,490.473,221.133,261.422,64.231,107.983
"1048",1285,"field_1285_lum_1285_1",NA,"eplant < esoil",NA,NA,488.871,239.329,240.367,73.014,111.16
"1049",1288,"field_1288_lum_1288_1",NA,"eplant < esoil",NA,NA,452.228,215.609,228.928,82.363,215.958
"1050",1289,"field_1289_lum_1289_1",NA,"eplant < esoil",NA,NA,488.827,177.503,305.567,64.221,77.271
"1051",1290,"alfa_lum_1290_1","et < 98% precip",NA,NA,"cn < 35",501.847,264.484,190.106,12.249,70.139
"1052",1292,"field_1292_lum_1292_1","et < 98% precip",NA,NA,NA,499.862,268.213,219.588,54.894,120.053
"1053",1293,"field_1293_lum_1293_1",NA,"eplant < esoil",NA,NA,495.78,199.277,291.178,77.577,122.228
"1054",1294,"field_1294_lum_1294_1",NA,"eplant < esoil",NA,NA,488.382,229.739,249.383,51.747,99.917
"1055",1295,"field_1295_lum_1295_1","et < 98% precip","eplant < esoil",NA,NA,519.841,234.387,274.573,51.672,187.311
"1056",1297,"field_1297_lum_1297_1",NA,"eplant < esoil",NA,NA,451.096,169.367,274.626,90.412,224.773
"1057",1298,"field_1298_lum_1298_1",NA,"eplant < esoil",NA,NA,426.662,204.587,213.248,92.584,195.642
"1058",1300,"alfa_lum_1300_1","et < 98% precip",NA,NA,"cn < 35",501.76,263.424,191.554,12.25,70.034
"1059",1302,"field_1302_lum_1302_1",NA,"eplant < esoil",NA,NA,486.902,158.984,317.594,64.312,146.783
"1060",1303,"field_1303_lum_1303_1","et < 98% precip",NA,NA,NA,512.707,273.551,223.803,73.066,212.541
"1061",1304,"field_1304_lum_1304_1",NA,"eplant < esoil",NA,NA,490.038,201.39,280.145,51.811,179.083
"1062",1305,"field_1305_lum_1305_1",NA,"eplant < esoil",NA,NA,491.837,204.088,276.729,51.774,174.123
"1063",1306,"field_1306_lum_1306_1",NA,"eplant < esoil",NA,NA,485.687,198.4,277.396,51.801,152.161
"1064",1307,"field_1307_lum_1307_1",NA,"eplant < esoil",NA,NA,492.482,233.221,248.826,51.661,117.497
"1065",1308,"field_1308_lum_1308_1",NA,"eplant < esoil",NA,NA,490.923,228.269,249.923,51.65,76.546
"1066",1309,"field_1309_lum_1309_1","et < 98% precip",NA,NA,NA,499.772,283.356,201.316,51.226,70.47
"1067",1314,"field_1314_lum_1314_1","et < 98% precip",NA,NA,NA,501.635,262.264,227.507,63.977,112.129
"1068",1315,"field_1315_lum_1315_1","et < 98% precip",NA,NA,NA,509.342,260.066,237.241,67.191,71.845
"1069",1316,"field_1316_lum_1316_1",NA,"eplant < esoil",NA,NA,485.939,150.419,325.458,64.261,198.541
"1070",1317,"field_1317_lum_1317_1","et < 98% precip",NA,NA,NA,505.186,271.644,215.384,63.825,76.859
"1071",1318,"field_1318_lum_1318_1",NA,"eplant < esoil",NA,NA,467.67,191.658,268.636,73.048,231.19
"1072",1319,"field_1319_lum_1319_1",NA,"eplant < esoil",NA,NA,470.594,220.138,243.039,64.332,216.911
"1073",1320,"field_1320_lum_1320_1",NA,"eplant < esoil",NA,NA,498.294,240.45,244.326,67.222,112.024
"1074",1321,"field_1321_lum_1321_1","et < 98% precip","eplant < esoil",NA,NA,514.744,192.699,311.566,92.087,209.118
"1075",1323,"field_1323_lum_1323_1","et < 98% precip",NA,NA,NA,523.761,297.693,207.772,78.562,179.994
"1076",1324,"field_1324_lum_1324_1","et < 98% precip",NA,NA,NA,502.534,259.611,228.187,64.028,93.45
"1077",1325,"field_1325_lum_1325_1",NA,"eplant < esoil",NA,NA,484.24,184.432,293.842,51.854,157.408
"1078",1326,"field_1326_lum_1326_1",NA,"eplant < esoil",NA,NA,491.289,211.785,269.671,63.946,67.075
"1079",1327,"field_1327_lum_1327_1","et < 98% precip",NA,NA,NA,499.023,265.95,217.413,63.941,70.036
"1080",1330,"field_1330_lum_1330_1","et < 98% precip",NA,NA,NA,498.407,267.763,213.987,51.365,78.369
"1081",1332,"field_1332_lum_1332_1",NA,"eplant < esoil",NA,NA,484.319,179.999,297.65,51.849,196.351
"1082",1333,"field_1333_lum_1333_1",NA,"eplant < esoil",NA,NA,486.497,188.155,291.161,51.833,172.929
"1083",1334,"field_1334_lum_1334_1",NA,"eplant < esoil",NA,NA,485.292,222.003,252.901,64.327,156.738
"1084",1335,"field_1335_lum_1335_1",NA,"eplant < esoil",NA,NA,487.033,234.901,241.661,51.811,145.227
"1085",1337,"field_1337_lum_1337_1","et < 98% precip","eplant < esoil",NA,NA,493.944,218.922,264.146,51.876,163.361
"1086",1338,"field_1338_lum_1338_1",NA,"eplant < esoil",NA,NA,471.244,185.424,275.131,83.628,71.125
"1087",1339,"field_1339_lum_1339_1",NA,"eplant < esoil",NA,NA,483.82,230.934,245.571,51.795,129.691
"1088",1340,"field_1340_lum_1340_1",NA,"eplant < esoil",NA,NA,491.514,220.926,259.055,64.124,120.98
"1089",1341,"alfa_lum_1341_1","et < 98% precip",NA,NA,NA,534.167,290.793,196.031,54.972,143.52
"1090",1342,"field_1342_lum_1342_1",NA,"eplant < esoil",NA,NA,489.466,225.406,255.143,73.009,113.629
"1091",1343,"alfa_lum_1343_1","et < 98% precip",NA,NA,NA,502.934,268.2,186.976,54.601,70.829
"1092",1344,"field_1344_lum_1344_1",NA,"eplant < esoil",NA,NA,491.108,225.406,256.283,51.747,135.508
"1093",1345,"field_1345_lum_1345_1",NA,"eplant < esoil",NA,NA,488.929,223.34,253.591,73.026,168.316
"1094",1350,"field_1350_lum_1350_1",NA,"eplant < esoil",NA,NA,492.326,229.7,248.49,51.564,69.829
"1095",1351,"field_1351_lum_1351_1","et < 98% precip",NA,NA,NA,498.885,254.163,234.278,51.731,126.999
"1096",1352,"field_1352_lum_1352_1","et < 98% precip",NA,NA,NA,501.595,267.691,223.594,51.666,81.992
"1097",1353,"field_1353_lum_1353_1","et < 98% precip",NA,NA,NA,501.553,266.727,224.461,51.682,81.582
"1098",1355,"field_1355_lum_1355_1","et < 98% precip",NA,NA,NA,499.881,267.399,221.444,51.72,78.695
"1099",1356,"field_1356_lum_1356_1","et < 98% precip",NA,NA,NA,523.734,309.457,199.88,80.115,186.036
"1100",1357,"field_1357_lum_1357_1",NA,"eplant < esoil",NA,NA,494.71,231.023,249.142,51.505,72.382
"1101",1359,"field_1359_lum_1359_1",NA,"eplant < esoil",NA,NA,484.264,214.294,262.287,76.878,147.416
"1102",1360,"field_1360_lum_1360_1",NA,"eplant < esoil",NA,NA,495.423,237.616,247.129,64.048,109.892
"1103",1361,"alfa_lum_1361_1","et < 98% precip",NA,NA,NA,504.239,265.513,190.896,37.862,71.857
"1104",1363,"field_1363_lum_1363_1",NA,"eplant < esoil",NA,NA,458.092,199.806,250.187,73.267,220.9
"1105",1364,"field_1364_lum_1364_1",NA,"eplant < esoil",NA,NA,484.696,181.203,295.838,77.986,104.686
"1106",1365,"field_1365_lum_1365_1",NA,"eplant < esoil",NA,NA,487.783,237.115,239.33,77.944,72.981
"1107",1366,"field_1366_lum_1366_1",NA,"eplant < esoil",NA,NA,497.118,234.93,252.166,79.478,88.165
"1108",1367,"alfa_lum_1367_1","et < 98% precip",NA,NA,NA,509.398,271.065,191.061,54.623,71.86
"1109",1368,"field_1368_lum_1368_1",NA,"eplant < esoil",NA,NA,486.021,190.95,285.829,64.231,77.278
"1110",1370,"field_1370_lum_1370_1",NA,"eplant < esoil",NA,NA,490.87,222.899,254.416,64.099,69.493
"1111",1374,"field_1374_lum_1374_1",NA,"eplant < esoil",NA,NA,483.312,215.2,255.465,64.058,118.225
"1112",1375,"fesc_lum_1375_1","et < 98% precip",NA,NA,NA,503.775,339.788,90.697,41.195,66.273
"1113",1378,"alfa_lum_1378_1","et < 98% precip",NA,NA,"cn < 35",497.722,263.943,187.756,12.248,69.849
"1114",1379,"field_1379_lum_1379_1",NA,"eplant < esoil",NA,NA,465.251,162.451,291.063,51.838,117.474
"1115",1380,"field_1380_lum_1380_1",NA,"eplant < esoil",NA,NA,478.406,175.836,295.61,51.849,142.451
"1116",1387,"field_1387_lum_1387_1","et < 98% precip",NA,NA,NA,499.261,244.494,243.599,63.972,69.618
"1117",1388,"field_1388_lum_1388_1",NA,"eplant < esoil",NA,NA,494.628,183.211,303.966,64.231,156.566
"1118",1389,"field_1389_lum_1389_1","et < 98% precip","eplant < esoil",NA,NA,518.799,236.329,272.174,64.241,211.883
"1119",1390,"field_1390_lum_1390_1",NA,"eplant < esoil",NA,NA,493.763,176.432,306.898,64.281,194.039
"1120",1392,"field_1392_lum_1392_1",NA,"eplant < esoil",NA,NA,484.645,230.079,245.022,72.958,124.034
"1121",1393,"alfa_lum_1393_1","et < 98% precip",NA,NA,NA,503.256,262.544,194.288,63.417,72.933
"1122",1394,"field_1394_lum_1394_1",NA,"eplant < esoil",NA,NA,493.483,239.65,245.054,64.094,100.264
"1123",1395,"field_1395_lum_1395_1",NA,"eplant < esoil",NA,NA,457.864,213.633,233.341,64.322,215.529
"1124",1396,"field_1396_lum_1396_1",NA,"eplant < esoil",NA,NA,479.11,220.686,246.993,77.957,138.098
"1125",1398,"field_1398_lum_1398_1",NA,"eplant < esoil",NA,NA,494.018,240.105,244.605,64.099,79.101
"1126",1399,"field_1399_lum_1399_1",NA,"eplant < esoil",NA,NA,485.957,171.04,304.469,64.292,165.832
"1127",1400,"field_1400_lum_1400_1","et < 98% precip",NA,NA,NA,500.269,257.789,232.936,64.129,169.843
"1128",1402,"fesc_lum_1402_1","et < 98% precip",NA,NA,NA,535.46,366.158,96.533,65.057,69.193
"1129",1403,"field_1403_lum_1403_1",NA,"eplant < esoil",NA,NA,488.736,234.411,245.695,67.667,107.342
"1130",1404,"field_1404_lum_1404_1","et < 98% precip",NA,NA,NA,582.286,321.064,247.24,89.208,307.267
"1131",1405,"field_1405_lum_1405_1",NA,"eplant < esoil",NA,NA,456.037,215.866,228.441,64.342,222.695
"1132",1408,"field_1408_lum_1408_1",NA,"eplant < esoil",NA,NA,491.445,225.751,246.91,64.018,74.46
"1133",1410,"field_1410_lum_1410_1",NA,"eplant < esoil",NA,NA,495.418,240.258,242.351,64.078,69.129
"1134",1411,"fesc_lum_1411_1","et < 98% precip",NA,NA,NA,512.902,350.552,89.031,40.92,72.278
"1135",1414,"field_1414_lum_1414_1",NA,"eplant < esoil",NA,NA,493.945,232.46,249.164,72.912,71.769
"1136",1415,"field_1415_lum_1415_1",NA,"eplant < esoil",NA,NA,462.475,177.396,277.05,64.226,73.062
"1137",1416,"field_1416_lum_1416_1","et < 98% precip",NA,NA,NA,521.833,282.11,227.331,73.016,129.473
"1138",1417,"field_1417_lum_1417_1",NA,"eplant < esoil",NA,NA,480.505,231.359,239.638,51.559,76.208
"1139",1420,"field_1420_lum_1420_1",NA,"eplant < esoil",NA,NA,489.876,202.19,276.316,51.709,122.788
"1140",1421,"alfa_lum_1421_1","et < 98% precip",NA,NA,"cn < 35",498.84,263.411,189.054,12.247,69.554
"1141",1422,"field_1422_lum_1422_1",NA,"eplant < esoil",NA,NA,483.112,156.712,317.485,51.93,189.24
"1142",1423,"field_1423_lum_1423_1",NA,"eplant < esoil",NA,NA,492.542,229.973,254.549,51.715,70.838
"1143",1424,"field_1424_lum_1424_1",NA,"eplant < esoil",NA,NA,482.573,193.968,274.818,51.817,120.27
"1144",1425,"field_1425_lum_1425_1","et < 98% precip","eplant < esoil",NA,NA,495.105,240.865,241.07,51.591,70.654
"1145",1426,"field_1426_lum_1426_1",NA,"eplant < esoil",NA,NA,494.246,223.652,262.027,51.747,162.832
"1146",1427,"field_1427_lum_1427_1",NA,"eplant < esoil",NA,NA,492.052,195.934,286.496,51.806,137.16
"1147",1429,"field_1429_lum_1429_1",NA,"eplant < esoil",NA,NA,487.188,188.405,289.058,51.779,132.696
"1148",1430,"field_1430_lum_1430_1",NA,"eplant < esoil",NA,NA,489.212,213.276,265.651,51.634,141.599
"1149",1431,"field_1431_lum_1431_1",NA,"eplant < esoil",NA,NA,490.295,231.395,251.644,64.089,97.707
"1150",1432,"field_1432_lum_1432_1",NA,"eplant < esoil",NA,NA,493.404,232.657,253.654,51.806,112.938
"1151",1433,"field_1433_lum_1433_1","et < 98% precip","eplant < esoil",NA,NA,497.098,244.377,245.243,51.795,121.626
"1152",1434,"field_1434_lum_1434_1",NA,"eplant < esoil",NA,NA,492.826,198.297,285.521,51.795,124.43
