"","id","lu_mgt","et_check","eplant_check","sw_check","cn_check","et","eplant","esoil","cn","sw_final"
"699",852,"field_852_lum_852_1",NA,"eplant < esoil",NA,NA,488.214,189.145,291.761,51.865,197.596
"700",853,"field_853_lum_853_1",NA,"eplant < esoil",NA,NA,488.681,235.593,243.787,51.801,182.883
"701",854,"field_854_lum_854_1",NA,"eplant < esoil",NA,NA,496.275,233.526,250.921,51.817,212.193
"702",855,"field_855_lum_855_1",NA,"eplant < esoil",NA,NA,490.511,220.834,258.864,72.729,66.884
"703",856,"field_856_lum_856_1","et < 98% precip","eplant < esoil",NA,NA,496.379,221.601,266.551,72.805,83.258
"704",857,"field_857_lum_857_1",NA,"eplant < esoil",NA,NA,480.566,225.926,241.897,78.712,116.088
"705",858,"field_858_lum_858_1",NA,"eplant < esoil",NA,NA,485.175,198.206,276.603,73.001,124.048
"706",859,"field_859_lum_859_1",NA,"eplant < esoil",NA,NA,491.098,203.247,277.685,72.941,76.266
"707",860,"field_860_lum_860_1",NA,"eplant < esoil",NA,NA,480.278,171.676,300.331,73.035,183.053
"708",861,"field_861_lum_861_1",NA,"eplant < esoil",NA,NA,493.258,223.691,259.106,72.903,66.73
"709",863,"field_863_lum_863_1",NA,"eplant < esoil",NA,NA,488.612,216.509,261.891,72.997,95.875
"710",864,"alfa_lum_864_1","et < 98% precip",NA,NA,NA,503.656,259.044,198.004,53.779,74.087
"711",865,"alfa_lum_865_1",NA,NA,NA,"cn < 35",491.688,262.694,181.956,12.247,68.689
"712",866,"field_866_lum_866_1",NA,"eplant < esoil",NA,NA,484.375,219.523,257.867,73.018,152.06
"713",867,"field_867_lum_867_1",NA,"eplant < esoil",NA,NA,483.007,206.748,265.756,51.86,165.789
"714",868,"field_868_lum_868_1",NA,"eplant < esoil",NA,NA,468.302,165.076,295.925,51.806,132.446
"715",869,"field_869_lum_869_1",NA,"eplant < esoil",NA,NA,474.948,222.111,242.426,51.704,76.194
"716",870,"field_870_lum_870_1",NA,"eplant < esoil",NA,NA,475.026,184.819,282.226,51.758,132.931
"717",871,"field_871_lum_871_1","et < 98% precip",NA,NA,NA,508.217,268.795,227.986,72.895,173.646
"718",872,"field_872_lum_872_1",NA,"eplant < esoil",NA,NA,490.26,222.51,260.28,72.967,69.352
"719",873,"alfa_lum_873_1",NA,NA,NA,"cn < 35",491.684,262.562,182.378,12.245,69.423
"720",874,"field_874_lum_874_1",NA,"eplant < esoil",NA,NA,468.803,165.668,294.429,51.811,124.373
"721",875,"field_875_lum_875_1",NA,"eplant < esoil",NA,NA,467.396,158.3,297.733,51.828,133.527
"722",876,"field_876_lum_876_1","et < 98% precip",NA,NA,NA,498.67,256.305,232.015,51.457,70.098
"723",877,"field_877_lum_877_1","et < 98% precip",NA,NA,NA,498.872,296.964,185.73,63.683,83.601
"724",880,"field_880_lum_880_1",NA,"eplant < esoil",NA,NA,489.194,216.347,262.491,51.763,119.125
"725",881,"field_881_lum_881_1",NA,"eplant < esoil",NA,NA,494.786,230.226,256.914,51.752,70.981
"726",883,"field_883_lum_883_1","et < 98% precip",NA,NA,NA,507.604,274.532,215.007,63.759,87.387
"727",884,"field_884_lum_884_1",NA,"eplant < esoil",NA,NA,489.675,225.305,254.835,51.731,159.886
"728",885,"field_885_lum_885_1",NA,"eplant < esoil",NA,NA,471.95,200.458,263.386,58.434,133.572
"729",886,"field_886_lum_886_1",NA,"eplant < esoil",NA,NA,470.425,187.053,275.908,58.731,115.737
"730",887,"field_887_lum_887_1","et < 98% precip",NA,NA,NA,499.793,266.643,216.755,63.84,69.412
"731",888,"field_888_lum_888_1",NA,"eplant < esoil",NA,NA,491.815,205.946,274.741,56.147,138.399
"732",889,"fesc_lum_889_1","et < 98% precip",NA,NA,NA,515.33,353.992,87.366,38.728,71.795
"733",890,"field_890_lum_890_1",NA,"eplant < esoil",NA,NA,486.456,210.278,264.496,51.682,166.86
"734",891,"field_891_lum_891_1",NA,"eplant < esoil",NA,NA,496.129,221.442,266.851,64.129,159.89
"735",892,"field_892_lum_892_1","et < 98% precip",NA,NA,NA,527.844,303.94,202.074,61.714,127.804
"736",894,"field_894_lum_894_1",NA,"eplant < esoil",NA,NA,489.34,207.087,275.452,67.474,109.284
"737",895,"field_895_lum_895_1",NA,"eplant < esoil",NA,NA,483.758,165.907,307.711,64.261,191.751
"738",897,"field_897_lum_897_1",NA,"eplant < esoil",NA,NA,492.002,205.279,271.291,64.023,71.829
"739",900,"field_900_lum_900_1",NA,"eplant < esoil",NA,NA,485.323,173.411,301.297,64.221,144.711
"740",903,"field_903_lum_903_1","et < 98% precip",NA,NA,NA,534.486,284.42,234.322,63.969,240.987
"741",904,"alfa_lum_904_1","et < 98% precip",NA,NA,NA,505.855,270.594,188.055,38.114,72.027
"742",905,"field_905_lum_905_1","et < 98% precip",NA,NA,NA,495.106,268.364,207.236,63.677,76.759
"743",907,"field_907_lum_907_1","et < 98% precip",NA,NA,NA,505.508,269.172,221.579,63.977,99.774
"744",908,"field_908_lum_908_1",NA,"eplant < esoil",NA,NA,488.808,226.517,253.46,64.038,76.671
"745",910,"field_910_lum_910_1",NA,"eplant < esoil",NA,NA,483.065,160.961,310.689,57.692,172.385
"746",913,"field_913_lum_913_1",NA,"eplant < esoil",NA,NA,483.551,204.257,266.479,51.693,151.958
"747",915,"field_915_lum_915_1","et < 98% precip",NA,NA,NA,496.898,249.32,228.644,63.87,114.604
"748",916,"field_916_lum_916_1","et < 98% precip",NA,NA,NA,515.905,298.511,207.796,73.104,246.453
"749",918,"field_918_lum_918_1",NA,"eplant < esoil",NA,NA,493.916,195.003,291.461,51.795,70.967
"750",919,"field_919_lum_919_1",NA,"eplant < esoil",NA,NA,487.268,198.392,281.891,51.871,181.373
"751",920,"field_920_lum_920_1","et < 98% precip",NA,NA,NA,497.079,250.307,238.543,51.521,134.962
"752",922,"field_922_lum_922_1","et < 98% precip","eplant < esoil",NA,NA,499.188,182.506,311.405,51.871,180.845
"753",925,"field_925_lum_925_1",NA,"eplant < esoil",NA,NA,478.196,150.354,318.848,79.729,180.24
"754",926,"field_926_lum_926_1",NA,"eplant < esoil",NA,NA,477.687,156.328,312.029,79.326,134.449
"755",927,"field_927_lum_927_1",NA,"eplant < esoil",NA,NA,483.811,173.615,299.432,64.378,192.391
"756",928,"field_928_lum_928_1",NA,"eplant < esoil",NA,NA,485.517,205.464,272.43,77.554,117.878
"757",929,"field_929_lum_929_1",NA,"eplant < esoil",NA,NA,469.168,151.147,308.634,84.197,108.047
"758",930,"field_930_lum_930_1",NA,"eplant < esoil",NA,NA,455.619,142.502,307.994,64.464,196.199
"759",931,"fesc_lum_931_1","et < 98% precip",NA,NA,"cn < 35",499.252,342.36,83.555,12.241,65.638
"760",932,"field_932_lum_932_1",NA,"eplant < esoil",NA,NA,484.667,177.808,298.766,64.231,160.552
"761",934,"field_934_lum_934_1",NA,"eplant < esoil",NA,NA,489.401,205.912,273.728,51.747,130.838
"762",935,"field_935_lum_935_1",NA,"eplant < esoil",NA,NA,495.75,219.804,263.39,51.72,80.582
"763",937,"field_937_lum_937_1","et < 98% precip",NA,NA,NA,497.894,243.737,243.037,55.671,68.73
"764",938,"field_938_lum_938_1",NA,"eplant < esoil",NA,NA,470.871,190.427,274.764,58.607,134.519
"765",939,"field_939_lum_939_1",NA,"eplant < esoil",NA,NA,470.844,168.066,294.295,51.806,133.791
"766",940,"alfa_lum_940_1","et < 98% precip",NA,NA,"cn < 35",503.207,267.732,188.341,13.973,70.484
"767",941,"field_941_lum_941_1",NA,"eplant < esoil",NA,NA,491.814,218.483,263.112,51.785,129.342
"768",942,"field_942_lum_942_1",NA,"eplant < esoil",NA,NA,486.453,180.561,297.192,51.838,169.687
"769",943,"field_943_lum_943_1",NA,"eplant < esoil",NA,NA,488.768,182.533,299.406,51.838,169.483
"770",944,"field_944_lum_944_1",NA,"eplant < esoil",NA,NA,493.389,222.786,261.849,55.374,121.534
"771",945,"field_945_lum_945_1","et < 98% precip",NA,NA,NA,500.708,276.288,212.515,64.028,83.526
"772",946,"field_946_lum_946_1","et < 98% precip",NA,NA,NA,512.229,284.048,216.194,63.997,116.314
"773",947,"field_947_lum_947_1",NA,"eplant < esoil",NA,NA,483.881,222.805,249.261,64.19,158.237
"774",948,"field_948_lum_948_1",NA,"eplant < esoil",NA,NA,487.425,203.352,275.103,64.276,200.651
"775",949,"field_949_lum_949_1",NA,"eplant < esoil",NA,NA,487.885,188.779,286.74,64.337,122.122
"776",950,"field_950_lum_950_1",NA,"eplant < esoil",NA,NA,483.889,225.437,246.409,64.149,134.216
"777",951,"field_951_lum_951_1",NA,"eplant < esoil",NA,NA,489.376,203.263,275.412,64.19,79.616
"778",952,"field_952_lum_952_1",NA,"eplant < esoil",NA,NA,480.056,203.776,265.583,78.126,129.087
"779",954,"fesc_lum_954_1","et < 98% precip",NA,NA,"cn < 35",499.663,341.641,86.275,12.243,67.996
"780",955,"fesc_lum_955_1",NA,NA,NA,"cn < 35",491.937,339.129,80.26,12.246,65.099
"781",956,"fesc_lum_956_1","et < 98% precip",NA,NA,"cn < 35",493.27,342.82,77.913,12.244,65.677
"782",958,"field_958_lum_958_1","et < 98% precip",NA,NA,NA,495.687,272.462,205.609,51.349,69.93
"783",959,"fesc_lum_959_1","et < 98% precip",NA,NA,NA,500.952,345.001,83.999,41.152,66.506
"784",961,"alfa_lum_961_1",NA,NA,NA,"cn < 35",488.275,262.293,180.29,12.249,68.562
"785",962,"field_962_lum_962_1","et < 98% precip","eplant < esoil",NA,NA,494.842,228.261,258.288,63.997,75.202
"786",964,"alfa_lum_964_1","et < 98% precip",NA,NA,"cn < 35",497.179,262.052,189.63,12.253,69.078
"787",965,"alfa_lum_965_1","et < 98% precip",NA,NA,"cn < 35",496.277,260.175,190.436,12.221,71.286
"788",966,"field_966_lum_966_1","et < 98% precip",NA,NA,NA,494.967,268.71,209.327,51.43,70.836
"789",967,"field_967_lum_967_1","et < 98% precip",NA,NA,NA,493.91,267.398,209.351,51.425,83.905
"790",968,"field_968_lum_968_1",NA,"eplant < esoil",NA,NA,490.615,195.964,284.538,51.801,80.617
"791",970,"field_970_lum_970_1",NA,"eplant < esoil",NA,NA,486.918,195.365,278.04,51.79,190.559
"792",971,"frst_lum","et < 30% precip","eplant < esoil",NA,"cn < 35",48.407,19.394,24.908,16.677,251.429
"793",972,"frst_lum","et < 30% precip","eplant < esoil",NA,"cn < 35",48.407,19.394,24.908,16.677,251.406
"794",973,"frst_lum","et < 30% precip","eplant < esoil",NA,"cn < 35",48.407,19.394,24.908,16.681,235.013
"795",974,"alfa_lum_974_1","et < 98% precip",NA,NA,"cn < 35",497.368,262.536,189.024,12.253,69.869
"796",976,"field_976_lum_976_1",NA,"eplant < esoil",NA,NA,482.816,175.096,300.534,73.035,143.003
"797",977,"field_977_lum_977_1",NA,"eplant < esoil",NA,NA,481.037,201.602,270.222,51.779,165.84
"798",978,"field_978_lum_978_1",NA,"eplant < esoil",NA,NA,483.605,177.098,299.731,51.876,176.866
"799",979,"field_979_lum_979_1",NA,"eplant < esoil",NA,NA,482.661,192.51,281.503,51.838,152.959
"800",980,"field_980_lum_980_1",NA,"eplant < esoil",NA,NA,482.232,172.112,304.479,51.849,110.027
"801",981,"field_981_lum_981_1",NA,"eplant < esoil",NA,NA,485.666,184.828,287.736,51.849,97.557
"802",982,"alfa_lum_982_1","et < 98% precip",NA,NA,"cn < 35",496.768,262.142,189.748,12.255,70.308
"803",983,"alfa_lum_983_1","et < 98% precip",NA,NA,"cn < 35",496.548,264.328,186.754,12.251,68.947
"804",984,"field_984_lum_984_1",NA,"eplant < esoil",NA,NA,474.655,151.149,317.149,51.876,152.671
"805",985,"field_985_lum_985_1",NA,"eplant < esoil",NA,NA,479.708,192.046,280.277,78.136,123.02
"806",986,"field_986_lum_986_1",NA,"eplant < esoil",NA,NA,483.894,218.092,253.435,51.693,122.674
"807",988,"alfa_lum_988_1","et < 98% precip",NA,NA,"cn < 35",497.774,263.518,188.172,12.25,69.539
"808",989,"alfa_lum_989_1","et < 98% precip",NA,NA,"cn < 35",496.247,264.4,186.565,12.256,70.215
"809",990,"alfa_lum_990_1","et < 98% precip",NA,NA,"cn < 35",496.308,262.333,189.076,12.254,69.484
"810",992,"field_992_lum_992_1",NA,"eplant < esoil",NA,NA,471.939,183.29,281.406,51.795,64.69
"811",993,"field_993_lum_993_1",NA,"eplant < esoil",NA,NA,486.574,192.68,285.564,51.86,85.828
"812",994,"field_994_lum_994_1",NA,"eplant < esoil",NA,NA,475.608,152.82,312.395,51.86,109.831
"813",995,"field_995_lum_995_1",NA,"eplant < esoil",NA,NA,451.036,174.622,269.113,90.751,68.668
"814",996,"field_996_lum_996_1",NA,"eplant < esoil",NA,NA,473.016,180.973,285.218,51.801,67.566
"815",997,"fesc_lum_997_1","et < 98% precip",NA,NA,NA,497.135,342.937,81.509,68.439,65.794
"816",998,"field_998_lum_998_1",NA,"eplant < esoil",NA,NA,463.717,152.498,301.741,51.881,128.382
"817",999,"fesc_lum_999_1","et < 98% precip",NA,NA,NA,656.152,455.63,126.255,85.88,231.394
"818",1000,"field_1000_lum_1000_1",NA,"eplant < esoil",NA,NA,490.366,190.766,290.415,51.801,73.663
"819",1001,"field_1001_lum_1001_1",NA,"eplant < esoil",NA,NA,477.481,207.301,258.093,51.677,75.739
"820",1002,"field_1002_lum_1002_1",NA,"eplant < esoil",NA,NA,466.286,157.894,298.016,51.865,131.989
"821",1003,"field_1003_lum_1003_1",NA,"eplant < esoil",NA,NA,470.078,205.965,255.766,51.774,81.31
"822",1004,"field_1004_lum_1004_1",NA,"eplant < esoil",NA,NA,490.493,192.842,288.302,51.806,71.548
"823",1005,"field_1005_lum_1005_1",NA,"eplant < esoil",NA,NA,484.076,159.349,315.308,56.421,172.47
"824",1006,"field_1006_lum_1006_1",NA,"eplant < esoil",NA,NA,469.11,205.945,254.618,51.715,121.982
"825",1007,"field_1007_lum_1007_1",NA,"eplant < esoil",NA,NA,486.975,177.187,303.195,51.865,179.075
"826",1008,"field_1008_lum_1008_1",NA,"eplant < esoil",NA,NA,487.367,214.142,252.953,76.348,106.359
"827",1009,"field_1009_lum_1009_1","et < 98% precip","eplant < esoil",NA,NA,506.278,222.819,271.04,64.023,118.716
"828",1010,"fesc_lum_1010_1","et < 98% precip",NA,NA,NA,505.796,344.417,86.574,56.629,70.008
"829",1011,"fesc_lum_1011_1","et < 98% precip",NA,NA,NA,505.511,346.138,83.462,41.124,67.708
"830",1012,"field_1012_lum_1012_1",NA,"eplant < esoil",NA,NA,474.714,174.72,290.83,82.608,106.694
"831",1013,"field_1013_lum_1013_1","et < 98% precip","eplant < esoil",NA,NA,499.582,227.459,259.5,63.987,123.515
"832",1014,"field_1014_lum_1014_1",NA,"eplant < esoil",NA,NA,488.341,229.183,247.81,77.337,75.924
"833",1015,"field_1015_lum_1015_1","et < 98% precip","eplant < esoil",NA,NA,499.047,228.244,261.696,51.747,75.841
"834",1016,"field_1016_lum_1016_1",NA,"eplant < esoil",NA,NA,483.002,215.71,260.406,64.215,72.204
"835",1018,"field_1018_lum_1018_1",NA,"eplant < esoil",NA,NA,480.869,212.294,260.494,64.21,214.024
"836",1019,"field_1019_lum_1019_1",NA,"eplant < esoil",NA,NA,481.646,218.241,255.066,77.892,108.504
"837",1020,"field_1020_lum_1020_1","et < 98% precip","eplant < esoil",NA,NA,520.65,243.929,269.682,61.942,149.814
"838",1021,"field_1021_lum_1021_1",NA,"eplant < esoil",NA,NA,483.678,177.837,294.944,64.332,167.946
"839",1024,"alfa_lum_1024_1","et < 98% precip",NA,NA,NA,502.515,268.529,186.316,38.075,72.584
"840",1025,"alfa_lum_1025_1","et < 98% precip",NA,NA,NA,502.175,265.6,189.363,56.22,72.733
"841",1026,"fesc_lum_1026_1","et < 98% precip",NA,NA,NA,505.559,344.018,88.694,55.595,69.163
"842",1027,"field_1027_lum_1027_1","et < 98% precip",NA,NA,NA,509.584,283.189,209.038,63.906,140.307
"843",1028,"field_1028_lum_1028_1",NA,"eplant < esoil",NA,NA,479.873,198.572,270.866,77.786,173.25
"844",1029,"field_1029_lum_1029_1",NA,"eplant < esoil",NA,NA,484.455,170.824,302.755,73.052,130.441
"845",1030,"field_1030_lum_1030_1",NA,"eplant < esoil",NA,NA,488.793,221.881,258.659,64.261,71.508
"846",1031,"field_1031_lum_1031_1","et < 98% precip",NA,NA,NA,508.154,304.48,187.048,80.686,218.917
"847",1032,"field_1032_lum_1032_1",NA,"eplant < esoil",NA,NA,487.894,230.044,248.434,77.637,80.155
"848",1034,"field_1034_lum_1034_1",NA,"eplant < esoil",NA,NA,490.958,235.327,247.909,67.704,114.156
"849",1035,"field_1035_lum_1035_1",NA,"eplant < esoil",NA,NA,490.612,199.414,276.485,51.768,178.844
"850",1036,"field_1036_lum_1036_1",NA,"eplant < esoil",NA,NA,471.012,183.848,277.511,51.763,114.86
"851",1037,"field_1037_lum_1037_1","et < 98% precip","eplant < esoil",NA,NA,496.098,201.404,280.211,51.639,80.036
"852",1038,"field_1038_lum_1038_1",NA,"eplant < esoil",NA,NA,478.988,223.255,245.924,51.596,72.439
"853",1039,"field_1039_lum_1039_1",NA,"eplant < esoil",NA,NA,487.233,219.22,258.364,51.693,81.389
"854",1040,"alfa_lum_1040_1","et < 98% precip",NA,NA,"cn < 35",502.04,264.502,190.406,12.251,70.698
"855",1041,"alfa_lum_1041_1","et < 98% precip",NA,NA,"cn < 35",501.541,265.463,188.873,12.25,69.814
"856",1042,"field_1042_lum_1042_1","et < 98% precip","eplant < esoil",NA,NA,498.319,215.889,273.556,51.774,119.609
"857",1043,"fesc_lum_1043_1","et < 98% precip",NA,NA,NA,518.344,358.313,85.957,60.827,71.46
"858",1044,"field_1044_lum_1044_1",NA,"eplant < esoil",NA,NA,494.399,219.045,263.538,51.688,124.723
"859",1045,"field_1045_lum_1045_1","et < 98% precip","eplant < esoil",NA,NA,499.271,240.317,245.223,51.65,70.879
"860",1046,"field_1046_lum_1046_1",NA,"eplant < esoil",NA,NA,493.393,218.445,268.541,51.817,146.455
"861",1047,"field_1047_lum_1047_1",NA,"eplant < esoil",NA,NA,490.994,230.445,253.702,51.806,118.049
"862",1048,"field_1048_lum_1048_1",NA,"eplant < esoil",NA,NA,492.776,231.093,253.562,51.752,123.998
"863",1049,"field_1049_lum_1049_1",NA,"eplant < esoil",NA,NA,492.182,212.858,268.816,51.763,142.671
"864",1050,"field_1050_lum_1050_1",NA,"eplant < esoil",NA,NA,493.458,235.413,245.439,55.718,69.037
"865",1051,"fesc_lum_1051_1","et < 98% precip",NA,NA,NA,506.347,344.622,87.627,65.223,69.476
"866",1052,"field_1052_lum_1052_1",NA,"eplant < esoil",NA,NA,465.632,157.422,297.769,58.862,126.526
"867",1053,"field_1053_lum_1053_1",NA,"eplant < esoil",NA,NA,479.601,230.537,233.818,57.456,67.811
"868",1054,"field_1054_lum_1054_1",NA,"eplant < esoil",NA,NA,453.877,179.183,267.711,61.093,211.39
"869",1055,"fesc_lum_1055_1","et < 98% precip",NA,NA,NA,510.394,349.523,86.559,65.561,67.93
"870",1056,"field_1056_lum_1056_1",NA,"eplant < esoil",NA,NA,493.454,220.46,261.234,55.43,102.206
"871",1057,"field_1057_lum_1057_1",NA,"eplant < esoil",NA,NA,474.912,211.337,252.351,83.889,109.444
"872",1058,"field_1058_lum_1058_1",NA,"eplant < esoil",NA,NA,468.692,183.037,275.974,58.801,120.587
"873",1059,"field_1059_lum_1059_1",NA,"eplant < esoil",NA,NA,487.859,204.603,275.753,51.844,134.293
"874",1060,"field_1060_lum_1060_1",NA,"eplant < esoil",NA,NA,486.024,187.718,291.846,51.854,156.203
"875",1061,"field_1061_lum_1061_1",NA,"eplant < esoil",NA,NA,490.675,187.601,294.848,51.854,157.541
"876",1063,"field_1063_lum_1063_1","et < 98% precip",NA,NA,NA,498.619,265.089,220.309,56.19,87.755
"877",1064,"field_1064_lum_1064_1",NA,"eplant < esoil",NA,NA,476.333,215.031,243.693,58.107,73.967
"878",1065,"field_1065_lum_1065_1",NA,"eplant < esoil",NA,NA,494.409,219.468,263.893,51.656,77.622
"879",1066,"field_1066_lum_1066_1",NA,"eplant < esoil",NA,NA,495.487,230.309,257.757,51.736,120.156
"880",1067,"fesc_lum_1067_1","et < 98% precip",NA,NA,NA,544.811,374.767,96.794,61.074,72.026
"881",1068,"field_1068_lum_1068_1",NA,"eplant < esoil",NA,NA,473.577,207.632,255.085,57.997,105.526
"882",1069,"field_1069_lum_1069_1","et < 98% precip","eplant < esoil","> 600mm",NA,515.827,179.261,328.121,90.537,691.438
"883",1070,"field_1070_lum_1070_1",NA,"eplant < esoil",NA,NA,491.616,220.791,257.758,51.666,161.451
"884",1071,"field_1071_lum_1071_1",NA,"eplant < esoil",NA,NA,490.476,210.858,269.095,51.736,119.274
"885",1072,"field_1072_lum_1072_1","et < 98% precip","eplant < esoil",NA,NA,502.076,183.705,311.513,77.241,117.112
"886",1073,"field_1073_lum_1073_1",NA,"eplant < esoil",NA,NA,478.374,233.929,235.064,83.64,83.009
"887",1074,"field_1074_lum_1074_1",NA,"eplant < esoil",NA,NA,496.382,218.747,271.061,51.817,144.291
"888",1075,"field_1075_lum_1075_1",NA,"eplant < esoil",NA,NA,492.14,219.185,265.188,51.822,153.01
"889",1076,"alfa_lum_1076_1","et < 98% precip",NA,NA,"cn < 35",502.02,264.716,190.356,12.252,71.018
"890",1077,"field_1077_lum_1077_1",NA,"eplant < esoil",NA,NA,485.777,164.227,311.207,51.903,164.164
"891",1078,"field_1078_lum_1078_1",NA,"eplant < esoil",NA,NA,472.813,160.182,292.513,51.806,122.122
"892",1080,"field_1080_lum_1080_1",NA,"eplant < esoil",NA,NA,486.12,196.086,282.912,64.18,163.991
"893",1081,"field_1081_lum_1081_1",NA,"eplant < esoil",NA,NA,484.124,190.405,287.102,64.18,178.395
"894",1082,"field_1082_lum_1082_1",NA,"eplant < esoil",NA,NA,496.343,228.246,260.243,64.094,171.462
"895",1083,"field_1083_lum_1083_1",NA,"eplant < esoil",NA,NA,472.423,199.352,263.086,51.752,125.923
"896",1084,"field_1084_lum_1084_1",NA,"eplant < esoil",NA,NA,487.978,177.216,303.38,64.215,137.414
"897",1085,"alfa_lum_1085_1",NA,NA,NA,"cn < 35",493.904,262.272,185.56,12.251,69.549
"898",1086,"field_1086_lum_1086_1",NA,"eplant < esoil",NA,NA,466.397,196.775,260.19,73.277,198.135
"899",1088,"field_1088_lum_1088_1","et < 98% precip","eplant < esoil",NA,NA,502.341,179.438,312.192,70.076,164.686
"900",1089,"field_1089_lum_1089_1",NA,"eplant < esoil",NA,NA,493.318,200.729,285.498,68.344,113.24
"901",1090,"field_1090_lum_1090_1",NA,"eplant < esoil",NA,NA,488.214,210.88,270.704,56.378,168.557
"902",1091,"fesc_lum_1091_1","et < 98% precip",NA,NA,NA,510.52,348.396,87.567,61.262,74.417
"903",1092,"field_1092_lum_1092_1",NA,"eplant < esoil",NA,NA,494.232,240.232,241.424,68.148,103.581
"904",1093,"field_1093_lum_1093_1",NA,"eplant < esoil",NA,NA,488.698,197.254,284.503,73.834,101.079
"905",1094,"field_1094_lum_1094_1","et < 98% precip","eplant < esoil",NA,NA,498.328,178.189,309.688,78.914,137.25
"906",1095,"fesc_lum_1095_1","et < 98% precip",NA,NA,NA,596.076,410.35,111.157,61.799,114.068
"907",1096,"alfa_lum_1096_1","et < 98% precip",NA,NA,NA,503.638,266.284,189.637,64.894,71.567
"908",1097,"field_1097_lum_1097_1","et < 98% precip",NA,NA,NA,513.693,274.396,225.276,80.075,136.212
"909",1098,"field_1098_lum_1098_1",NA,"eplant < esoil",NA,NA,491.657,194.444,283.418,51.801,69.934
"910",1099,"fesc_lum_1099_1","et < 98% precip",NA,NA,NA,524.332,362.601,87.089,60.831,69.501
"911",1100,"fesc_lum_1100_1","et < 98% precip",NA,NA,NA,523.674,359.168,89.948,60.884,69.251
"912",1101,"field_1101_lum_1101_1",NA,"eplant < esoil",NA,NA,481.182,169.071,304.365,57.092,184.819
"913",1102,"field_1102_lum_1102_1","et < 98% precip",NA,NA,NA,503.447,271.668,220.832,79.819,84.923
"914",1103,"field_1103_lum_1103_1","et < 98% precip",NA,NA,NA,498.175,262.107,225.752,51.747,71.74
"915",1104,"field_1104_lum_1104_1","et < 98% precip",NA,NA,NA,505.818,255.668,240.217,77.753,86.1
"916",1105,"alfa_lum_1105_1","et < 98% precip",NA,NA,NA,503.24,265.273,190.468,39.278,71.682
"917",1107,"field_1107_lum_1107_1",NA,"eplant < esoil",NA,NA,491.715,203.455,280.478,67.977,115.988
"918",1108,"field_1108_lum_1108_1",NA,"eplant < esoil",NA,NA,488.481,209.615,271.284,67.978,159.043
"919",1109,"field_1109_lum_1109_1",NA,"eplant < esoil",NA,NA,461.499,202.211,250.401,88.361,104.192
"920",1110,"field_1110_lum_1110_1","et < 98% precip",NA,NA,NA,497.847,269.863,214.882,51.699,73.111
"921",1111,"field_1111_lum_1111_1","et < 98% precip",NA,NA,NA,499.402,270.143,216,51.699,75.518
"922",1112,"field_1112_lum_1112_1","et < 98% precip","eplant < esoil",NA,NA,528.706,188.122,330.274,51.962,243.427
"923",1113,"field_1113_lum_1113_1","et < 98% precip",NA,NA,NA,497.759,257.589,226.6,51.677,69.61
"924",1114,"field_1114_lum_1114_1","et < 98% precip",NA,NA,NA,503.569,259.966,233.738,51.752,200.79
"925",1115,"field_1115_lum_1115_1",NA,"eplant < esoil",NA,NA,482.683,185.342,284.169,77.486,126.156
"926",1117,"field_1117_lum_1117_1",NA,"eplant < esoil",NA,NA,490.875,226.39,254.758,55.64,132.59
"927",1118,"field_1118_lum_1118_1","et < 98% precip",NA,NA,NA,505.426,250.551,244.666,49.904,111.159
"928",1119,"fesc_lum_1119_1","et < 98% precip",NA,NA,NA,504.651,345.746,86.336,63.444,66.56
"929",1120,"field_1120_lum_1120_1",NA,"eplant < esoil",NA,NA,453.637,199.223,242.899,51.94,211.601
"930",1122,"field_1122_lum_1122_1","et < 98% precip",NA,NA,NA,497.017,271.058,210.164,53.853,73.525
"931",1125,"field_1125_lum_1125_1","et < 98% precip","eplant < esoil",NA,NA,504.965,231.815,264.823,51.871,113.437
"932",1127,"field_1127_lum_1127_1",NA,"eplant < esoil",NA,NA,494.122,189.951,297.874,85.313,69.139
"933",1128,"field_1128_lum_1128_1",NA,"eplant < esoil",NA,NA,483.433,200.835,271.388,81.092,73.131
"934",1129,"field_1129_lum_1129_1",NA,"eplant < esoil",NA,NA,483.665,170.53,300.738,77.586,106.272
"935",1130,"alfa_lum_1130_1","et < 98% precip",NA,NA,NA,509.95,274.171,189.772,38.075,94.365
"936",1131,"alfa_lum_1131_1","et < 98% precip",NA,NA,NA,504.089,268.26,189.685,38.027,70.315
"937",1132,"field_1132_lum_1132_1",NA,"eplant < esoil",NA,NA,455.703,157.446,291.052,64.464,214.244
"938",1135,"field_1135_lum_1135_1","et < 98% precip",NA,NA,NA,498.685,249.122,234.567,63.88,222.225
"939",1137,"field_1137_lum_1137_1","et < 98% precip",NA,NA,NA,496.298,271.21,199.907,63.688,71.279
"940",1138,"field_1138_lum_1138_1",NA,"eplant < esoil",NA,NA,486.094,233.698,239.611,73.088,132.874
"941",1141,"field_1141_lum_1141_1","et < 98% precip",NA,NA,NA,508.996,261.935,239.859,64.149,240.973
"942",1151,"field_1151_lum_1151_1","et < 98% precip",NA,NA,NA,501.766,260.523,230.729,79.232,86.601
"943",1152,"field_1152_lum_1152_1",NA,"eplant < esoil",NA,NA,475.793,146.244,319.355,79.046,147.218
"944",1153,"field_1153_lum_1153_1",NA,"eplant < esoil",NA,NA,489.754,151.07,328.451,73.301,226.238
